# N=13 left-block {0..6} candidate ranking  (optimistic total = main + vert)
# WM=9 wm0=[3, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 3] lm0=[1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1]
# opt_total   main   vert  word
        712    410    302  schuithuisjes
        712    410    302  schuimvliegje
        712    410    302  schuimkrullen
        712    410    302  schuimblusser
        712    410    302  schuimblokjes
        712    410    302  schuifspeldje
        712    410    302  schuifproefje
        712    410    302  schuifgespjes
        712    410    302  schuifdeurtje
        712    410    302  schubvorstjes
        712    410    302  schubkevertje
        712    410    302  schubboompjes
        712    410    302  schubappeltje
        712    410    302  puzzelachtige
        712    410    302  pushberichtje
        712    410    302  priveschuldje
        712    410    302  prijsvluchten
        712    410    302  parfumwolkjes
        712    410    302  olijfschelpje
        712    410    302  maculatuurtje
        712    410    302  luifelschrift
        712    410    302  luchtzeiltjes
        712    410    302  luchtvoertuig
        712    410    302  luchtvlootjes
        712    410    302  luchtveelhoek
        712    410    302  luchtvaartuig
        712    410    302  luchtrevolver
        712    410    302  luchtlijntjes
        712    410    302  luchtlaskapje
        712    410    302  luchtkabeltje
        712    410    302  luchtholtetje
        712    410    302  luchthaventje
        712    410    302  luchthamertje
        712    410    302  luchtdeurtjes
        712    410    302  luchtbolletje
        712    410    302  luchtbelletje
        712    410    302  luchtballetje
        712    410    302  luchtalarmpje
        712    410    302  lichtzuiltjes
        712    410    302  kubusachtigst
        712    410    302  koffiemelkcup
        712    410    302  knuffelachtig
        712    410    302  klaverjasclub
        712    410    302  jufferachtige
        712    410    302  jazzschooltje
        712    410    302  jachtverlofje
        712    410    302  jachtgevolgje
        712    410    302  humusachtiger
        712    410    302  huifscheepjes
        712    410    302  hoofdwurmpjes
        712    410    302  hechtvezeltje
        712    410    302  hebzuchtigste
        712    410    302  hebzuchtigers
        712    410    302  hardrockchick
        712    410    302  halfweghuizen
        712    410    302  halfschildjes
        712    410    302  halfproductje
        712    410    302  hakhoutwoudje
        712    410    302  grofschubbige
        712    410    302  grijpklauwtje
        712    410    302  glijschermpje
        712    410    302  gijzelhackjes
        712    410    302  gejuffrouwden
        712    410    302  gechauffeurde
        712    410    302  futurologisch
        712    410    302  frustulumpjes
        712    410    302  fosforwurmpje
        712    410    302  figuurzwemmen
        712    410    302  figuurgedicht
        712    410    302  epifysiolysen
        712    410    302  debuutmatchje
        712    410    302  cupfightertje
        712    410    302  cliffjumpende
        712    410    302  claustrumpjes
        712    410    302  chauffagetjes
        712    410    302  buffetpachter
        712    410    302  buffetachtigs
        712    410    302  buffelachtige
        712    410    302  buffalowurmen
        712    410    302  brouwerijmuur
        712    410    302  biljartclubje
        712    410    302  behuwdzusters
        712    410    302  barjuffrouwen
        712    410    302  badjuffrouwen
        712    410    302  azijnluchtjes
        711    428    283  cadeaucheques
        711    419    292  zeilwherrytje
        711    419    292  yuppieachtigs
        711    419    292  worghypotheek
        711    419    292  vaccinostyles
        711    419    292  twiggyfiguren
        711    419    292  trombolyticum
        711    419    292  sympathetisch
        711    419    292  schaduweffect
        711    419    292  reclameyupjes
        711    419    292  propylalcohol
        711    419    292  monocyclische
        711    419    292  lobbyachtigst
        711    419    292  kallipygische
        711    419    292  huighockeyend
        711    419    292  huighockeyden
        711    419    292  hockeyzegetje
        711    419    292  hockeyploegje
        711    419    292  hockeyblunder
        711    419    292  hobbyistischt
        711    419    292  hobbyachtiger
        711    419    292  faxberichtjes
        711    419    292  epicycloiedje
        711    419    292  cybercollecte
        711    419    292  cryptovalutas
        711    419    292  cryptomuntjes
        711    419    292  cryptobeursje
        711    419    292  cryptobedrijf
        711    419    292  apocalypticas
        711    410    301  zwikvullinkje
        711    410    301  zwichtbandjes
        711    410    301  zuipschuitjes
        711    410    301  zuilschaftjes
        711    410    301  zucchinootjes
        711    410    301  wegwijzertjes
        711    410    301  wegwerpflesje
        711    410    301  wegwerpblikje
        711    410    301  webpuzzeltjes
        711    410    301  webcamgebruik
        711    410    301  vullichaampje
        711    410    301  vulkacheltjes
        711    410    301  vuilschuitjes
        711    410    301  vuilschrijver
        711    410    301  vruchtencakes
        711    410    301  vrachtschepen
        711    410    301  vrachtdochter
        711    410    301  vrachtceeltje
        711    410    301  vrachtbranche
        711    410    301  vormschijfjes
        711    410    301  vormcultusjes
        711    410    301  vorkheftrucks
        711    410    301  vluchtreactie
        711    410    301  vlechtwoordje
        711    410    301  vlechtwandjes
        711    410    301  vlechtmachine
        711    410    301  verwegshowtje
        711    410    301  uitcheckertje
        711    410    301  truckerswegje
        711    410    301  tramchauffeur
        711    410    301  succesvollers
        711    410    301  succesverhaal
        711    410    301  successtukken
        711    410    301  succesnummers
        711    410    301  succesauteurs
        711    410    301  subchronische
        711    410    301  stuwwalletjes
        711    410    301  spechtachtigs
        711    410    301  slowjuicertje
        711    410    301  slechtkwastje
        711    410    301  shockachtigst
        711    410    301  rouwgedichtje
        711    410    301  rouwberichtje
        711    410    301  rijksschuldje
        711    410    301  prulschrijver
        711    410    301  prulschriftje
        711    410    301  practicumzaal
        711    410    301  prachtwerkjes
        711    410    301  prachtvrouwen
        711    410    301  prachtspreeuw
        711    410    301  poolvluchtjes
        711    410    301  plakschuldjes
        711    410    301  piscicultures
        711    410    301  pampusjachtje
        711    410    301  netwerkclubje
        711    410    301  musicalchicks
        711    410    301  moslimcultuur
        711    410    301  kungfuachtigs
        711    410    301  krachtwerkjes
        711    410    301  krachtvrouwen
        711    410    301  kluwenachtigs
        711    410    301  klapkauwgummi
        711    410    301  kibbelzuchtig
        711    410    301  kauwgumwerend
        711    410    301  jackpluggetje
        711    410    301  ijscoschapjes
        711    410    301  hulpschooltje
        711    410    301  hulpscheepjes
        711    410    301  hulpopzichter
        711    410    301  houweelachtig
        711    410    301  hoogbouwbuurt
        711    410    301  hippiecultuur
        711    410    301  heupklachtjes
        711    410    301  herculischten
        711    410    301  herculischere
        711    410    301  geschutwerven
        711    410    301  geochemicusje
        711    410    301  geaccumuleerd
        711    410    301  gauchistische
        711    410    301  functiegebouw
        711    410    301  flightjackjes
        711    410    301  eeuwcijfertje
        711    410    301  dubbelfocusje
        711    410    301  culbuteurtjes
        711    410    301  clubkleurtjes
        711    410    301  clubfauteuils
        711    410    301  ciscultureels
        711    410    301  circusparkjes
        711    410    301  circusnummers
        711    410    301  circusbeurzen
        711    410    301  chocoladejunk
        711    410    301  chocokleurigs
        711    410    301  catchphraseje
        711    410    301  calciumgebrek
        711    410    301  bulkproductje
        711    410    301  buikchirurgje
        711    410    301  bouwwerkgever
        711    410    301  bouwvoorschot
        711    410    301  bouwschoortje
        711    410    301  bouwschadetje
        711    410    301  blokschijfjes
        711    410    301  blackjackster
        711    410    301  biochemicusje
        711    410    301  beschouwinkje
        711    410    301  beschouwertje
        711    410    301  bergschuurtje
        711    410    301  bacchusstaven
        711    410    301  accoucheurtje
        710    419    291  whiskysausjes
        710    419    291  whiskymarktje
        710    419    291  whiskygrogjes
        710    419    291  walrusbabytje
        710    419    291  thoraxchirurg
        710    419    291  systeemschijf
        710    419    291  suffoquerende
        710    419    291  suffoqueerden
        710    419    291  sherryschapje
        710    419    291  schrikkelbaby
        710    419    291  quizmastertje
        710    419    291  plasmafysicus
        710    419    291  partyschuitje
        710    419    291  partyflockjes
        710    419    291  maquillagetje
        710    419    291  maltwhiskytje
        710    419    291  lamscurrytjes
        710    419    291  jachtexcessen
        710    419    291  hydrografisch
        710    419    291  hydroculturen
        710    419    291  houtparenchym
        710    419    291  gymschooltjes
        710    419    291  flatcomplexje
        710    419    291  excuuswoorden
        710    419    291  currykleurige
        710    410    300  zwijgachtiger
        710    410    300  zwavelzwammen
        710    410    300  zwavelachtigs
        710    410    300  zenuwzwakkers
        710    410    300  zenuwvlechten
        710    410    300  woudbuffeltje
        710    410    300  wolvenvachtje
        710    410    300  wijzerbascule
        710    410    300  werfkrachtjes
        710    410    300  wegvluchtende
        710    410    300  weduwvogeltje
        710    410    300  wachtsluisjes
        710    410    300  wachtlijstjes
        710    410    300  wachtijzertje
        710    410    300  wachtgeveltje
        710    410    300  vuurzwammetje
        710    410    300  vuurwerkvrijs
        710    410    300  vuurspuwertje
        710    410    300  vrouwtjeswesp
        710    410    300  vrouwenwijkje
        710    410    300  vrouwenlachje
        710    410    300  vrouwenklacht
        710    410    300  vrouwachtigst
        710    410    300  vochtkwastjes
        710    410    300  vochtimpactje
        710    410    300  viruscheckers
        710    410    300  veldvruchtjes
        710    410    300  veldschuurtje
        710    410    300  vechtachtigst
        710    410    300  vachtachtigst
        710    410    300  twijfelachtig
        710    410    300  tuchtscholier
        710    410    300  tuchtrechters
        710    410    300  tuchtcolleges
        710    410    300  terugverwacht
        710    410    300  technicumpjes
        710    410    300  stuurcircuits
        710    410    300  spouwwafeltje
        710    410    300  snijschouwtje
        710    410    300  serviceclubje
        710    410    300  scrubcremepje
        710    410    300  schuimplastic
        710    410    300  schuimmanchet
        710    410    300  schuimachtige
        710    410    300  schuifwandjes
        710    410    300  schuifschaden
        710    410    300  schuchterders
        710    410    300  schrijfvlakje
        710    410    300  schrijfhulpen
        710    410    300  schrijfdebuut
        710    410    300  schijtwijfjes
        710    410    300  richtwijzetje
        710    410    300  richtkrachtje
        710    410    300  richteffectje
        710    410    300  rechtscheutig
        710    410    300  ponyrijdertje
        710    410    300  polypragmasie
        710    410    300  polymerasetje
        710    410    300  polygendertje
        710    410    300  polyformiteit
        710    410    300  polyestertjes
        710    410    300  polyamoristje
        710    410    300  polyamidetjes
        710    410    300  palynoloogjes
        710    410    300  palynologetje
        710    410    300  pachtersvrouw
        710    410    300  onsympathieks
        710    410    300  nieuwbouwhuis
        710    410    300  natuurwachtje
        710    410    300  nachtschuitje
        710    410    300  machtsgeschil
        710    410    300  machtsbewusts
        710    410    300  machoculturen
        710    410    300  machocheltjes
        710    410    300  luchtwapentje
        710    410    300  luchtwagentje
        710    410    300  luchtvaartwet
        710    410    300  luchttechniek
        710    410    300  luchtspoorweg
        710    410    300  luchtschotten
        710    410    300  luchtreclames
        710    410    300  luchtdichtere
        710    410    300  luchtbeweging
        710    410    300  lichtzwakkers
        710    410    300  lichtshowtjes
        710    410    300  lichtscheepje
        710    410    300  lichtgebouwds
        710    410    300  lichaamsvocht
        710    410    300  laryngaaltjes
        710    410    300  lachmeeuwtjes
        710    410    300  labyrintgasje
        710    410    300  klauwschelpen
        710    410    300  klauwachtigst
        710    410    300  jurydeelnamen
        710    410    300  jichtachtigst
        710    410    300  jazzcocktails
        710    410    300  jachttoezicht
        710    410    300  jachtschotels
        710    410    300  jachtschappen
        710    410    300  jachtparcours
        710    410    300  jachtbouwster
        710    410    300  jachtbewijzen
        710    410    300  hulstblauwtje
        710    410    300  huizenjachtje
        710    410    300  hoofdwachtjes
        710    410    300  hiphopcircuit
        710    410    300  golfcircuitje
        710    410    300  glassculptuur
        710    410    300  gipsvluchtjes
        710    410    300  gesuccumbeerd
        710    410    300  geluidschecks
        710    410    300  fokschuurtjes
        710    410    300  flutschrijver
        710    410    300  flexmakelaren
        710    410    300  flexkapitalen
        710    410    300  flexiloontjes
        710    410    300  ficusachtigst
        710    410    300  faryngitisjes
        710    410    300  ethylaminetje
        710    410    300  dichtschuiven
        710    410    300  dehydratortje
        710    410    300  cultuurvolger
        710    410    300  cultuurparkje
        710    410    300  conjectuurtje
        710    410    300  conflictueuze
        710    410    300  chefsachetjes
        710    410    300  cachouboompje
        710    410    300  buurvrouwtjes
        710    410    300  bodysurfenden
        710    410    300  bodyshoppende
        710    410    300  bodyshapester
        710    410    300  bodybuildende
        710    410    300  bochttouwtjes
        710    410    300  blauwachtigst
        710    410    300  behuwddochter
        710    410    300  bauxietertsje
        710    410    300  baltsvluchtje
        710    410    300  babyveiligere
        710    410    300  babyspeelgoed
        710    410    300  babysittertje
        710    410    300  babyroofsters
        710    410    300  babyringetjes
        710    410    300  babypoedertje
        710    410    300  babydodinkjes
        710    410    300  babydieveggen
        710    410    300  accuvullingen
        710    410    300  accusativusje
        710    410    300  accumulatiefs
        710    410    300  accuklemmetje
        709    428    281  cyberexpertje
        709    419    290  wolkencomplex
        709    419    290  winkelcomplex
        709    419    290  realitychecks
        709    419    290  minimumquotum
        709    419    290  luxeproductje
        709    419    290  luxedouchetje
        709    419    290  luxedouchejes
        709    419    290  hypnoticumpje
        709    419    290  hypermachtjes
        709    419    290  hockeywoordje
        709    419    290  geoxygeneerde
        709    419    290  eucalyptusjes
        709    419    290  cyclometertje
        709    419    290  cyclamenbloem
        709    419    290  cyberhelmpjes
        709    419    290  cyberfilmpjes
        709    419    290  cryptofascist
        709    419    290  cowboyriempje
        709    419    290  cowboyloopjes
        709    419    290  cowboykroegje
        709    419    290  cowboyhoedjes
        709    419    290  cowboyfeestje
        709    419    290  cowboydorpjes
        709    419    290  cowboybroekje
        709    419    290  cowboybankjes
        709    419    290  cellencomplex
        709    419    290  campylobacter
        709    419    290  asfyxierenden
        709    410    299  zwemwijzetjes
        709    410    299  zwemblaaswurm
        709    410    299  zwaluwplevier
        709    410    299  zuilschachten
        709    410    299  zinkschachtje
        709    410    299  wolkenluchtje
        709    410    299  wijkgebouwtje
        709    410    299  wegwaterschap
        709    410    299  weggevluchten
        709    410    299  weggeschuurde
        709    410    299  webcrawlertje
        709    410    299  vogelvluchtje
        709    410    299  spalkzwachtel
        709    410    299  pijlgewichtje
        709    410    299  mutahhuwelijk
        709    410    299  lijkschouwing
        709    410    299  lijkschouwers
        709    410    299  kluisvruchtje
        709    410    299  huwelijksfuik
        709    410    299  dubbelcheckte
        709    410    299  crawlachtiger
        709    410    299  coulombkracht
        709    410    299  collegaschurk
        709    410    299  collegaclubje
        709    410    299  clubgetrouwst
        709    410    299  clownachtigst
        709    410    299  circusleeuwin
        709    410    299  circusleeuwen
        709    410    299  chipsschapjes
        709    410    299  chipmolochjes
        709    410    299  burgerwachtje
        709    410    299  boomzwaluwtje
        709    410    299  bijgeschaduwd
        709    410    299  bermschuwheid
        709    401    308  vervijfvoudig
        709    401    308  tumultueuzere
        709    401    308  puzzelprijzen
        709    401    308  jazzbijbeltje
        709    401    308  hoefbuffertje
        708    428    280  quarkexpertes
        708    419    289  whiskyweetjes
        708    419    289  whiskyreclame
        708    419    289  voetbalquizje
        708    419    289  ultracycliste
        708    419    289  sherryweduwes
        708    419    289  sequoiawoudje
        708    419    289  quadrupletjes
        708    419    289  quadrupeltjes
        708    419    289  lycraachtigst
        708    419    289  cherrypicking
        708    410    298  zwijgcontract
        708    410    298  wildschijfjes
        708    410    298  walsschuifjes
        708    410    298  wachtofficier
        708    410    298  vuurwerkwetje
        708    410    298  vuurwerkactje
        708    410    298  vuurschoofjes
        708    410    298  verschuchtert
        708    410    298  verschuchterd
        708    410    298  verschilzicht
        708    410    298  schrijfzwakte
        708    410    298  schrijfschool
        708    410    298  schrijfhoutje
        708    410    298  schrijffoutje
        708    410    298  schrijfchalet
        708    410    298  recherchewerk
        708    410    298  polymedicatie
        708    410    298  polycrisissen
        708    410    298  polycarbonaat
        708    410    298  liftschachtje
        708    410    298  laryngoscopie
        708    410    298  laryngoscopen
        708    410    298  laryngectomie
        708    410    298  kustwachtjobs
        708    410    298  indycarretjes
        708    410    298  huisbouwrecht
        708    410    298  goudschachtje
        708    410    298  geexpliceerde
        708    410    298  geexecuteerde
        708    410    298  geexcuseerden
        708    410    298  dwarrelvlucht
        708    410    298  cultuurwereld
        708    410    298  cultuurcellen
        708    410    298  citytrippende
        708    410    298  citypromoties
        708    410    298  cactusvijgjes
        708    410    298  buurtschouwen
        708    410    298  buurtcoachjes
        708    410    298  bodyscannetje
        708    410    298  bijschaduwtje
        708    401    307  jobcijfertjes
        708    401    307  colchicaceeen
        708    401    307  barbituurzuur
        707    419    288  zonnecyclusje
        707    419    288  wielerquizzen
        707    419    288  schijnexcuses
        707    419    288  sagencyclusje
        707    419    288  romancyclusje
        707    419    288  parkeercheque
        707    419    288  maancyclusjes
        707    419    288  kwantumfysica
        707    419    288  hypocritischt
        707    419    288  hemicyclussen
        707    419    288  exrechercheur
        707    419    288  exlijfwachten
        707    419    288  cytochroompje
        707    419    288  alloquiumpjes
        707    410    297  wolkschaduwen
        707    410    297  wolkenschaduw
        707    410    297  werkschuwsten
        707    410    297  volleybalduel
        707    410    297  schouwstukjes
        707    410    297  schouwburgdak
        707    410    297  schermclubjes
        707    410    297  schaduwvlekje
        707    410    297  schachtputjes
        707    410    297  schachtluikje
        707    410    297  ponyweilandje
        707    410    297  polygalaceeen
        707    410    297  museumwachtje
        707    410    297  inexplicabele
        707    410    297  inexcusabelen
        707    410    297  chloorluchtje
        707    410    297  bacovecultuur
        707    401    306  wrijfijzertje
        707    401    306  wijwaterkwast
        707    401    306  wijfjesvosjes
        707    401    306  wijfjesvisjes
        707    401    306  wijfjesgemsje
        707    401    306  raccourcietje
        707    401    306  prachtconcert
        707    401    306  olijftwijgjes
        707    401    306  jachtijzertje
        707    401    306  hiphopshowtje
        707    401    306  conceptschool
        707    401    306  cascoachtigst
        707    401    306  cascadeeffect
        706    419    287  qwertzklavier
        706    419    287  quarterbackje
        706    419    287  kledingcheque
        706    419    287  kaasquichejes
        706    419    287  acquisitrices
        706    410    296  zythologetjes
        706    410    296  zwerfzenuwtje
        706    410    296  yoghurtpakken
        706    410    296  yoghurtketels
        706    410    296  virustypetjes
        706    410    296  verzamelboxje
        706    410    296  tyfusgrietjes
        706    410    296  taxusstruikje
        706    410    296  taxusheggetje
        706    410    296  schrijfwijzen
        706    410    296  poffertjesmix
        706    410    296  paxzalvertjes
        706    410    296  nulhypotheses
        706    410    296  mythografetje
        706    410    296  mythograafjes
        706    410    296  muizenbabytje
        706    410    296  lymfespleetje
        706    410    296  lymfeknobbels
        706    410    296  lymfekliertje
        706    410    296  luxurieuzeren
        706    410    296  lathyrushagen
        706    410    296  kokhalsreflex
        706    410    296  kleurtypetjes
        706    410    296  jazzsextetjes
        706    410    296  inburgerbuddy
        706    410    296  herfsttypetje
        706    410    296  gifhypotheken
        706    410    296  cactuswoudjes
        706    410    296  buxussoortjes
        706    410    296  bufferdynamos
        706    401    305  zuivelpakhuis
        706    401    305  zijvleugeltje
        706    401    305  vuvuzelaatjes
        706    401    305  voluptueuzers
        706    401    305  vleugelstukje
        706    401    305  vleugelmutsje
        706    401    305  vleugelhuidje
        706    401    305  vleugelflapje
        706    401    305  vipverblijfje
        706    401    305  vijftigzuilig
        706    401    305  vijftigvoudje
        706    401    305  vijftigvlakje
        706    401    305  vijftighalzig
        706    401    305  vijftigdubbel
        706    401    305  vijffrankstuk
        706    401    305  verhuurtijdje
        706    401    305  triumftulpjes
        706    401    305  tjalkjachtjes
        706    401    305  surfvijvertje
        706    401    305  sulfamidezuur
        706    401    305  stuurimpulsje
        706    401    305  souffleurshok
        706    401    305  schuimcicaden
        706    401    305  puzzelvraagje
        706    401    305  puzzelvormigs
        706    401    305  puzzelstukken
        706    401    305  puzzelhoekjes
        706    401    305  parfumpakhuis
        706    401    305  parfumhuisjes
        706    401    305  muffinvormpje
        706    401    305  lichttechnici
        706    401    305  lichttechnica
        706    401    305  lazuurkleurig
        706    401    305  kleuterjufjes
        706    401    305  jujubevormige
        706    401    305  juffertjesvis
        706    401    305  jazzpodiumpje
        706    401    305  hiphopclipjes
        706    401    305  halfvleugelig
        706    401    305  halfomhalfjes
        706    401    305  graffiguurtje
        706    401    305  fosforzuurtje
        706    401    305  duivelsfiguur
        706    401    305  debuutfilmpje
        706    401    305  buffelhartjes
        706    401    305  blufhoudinkje
        706    401    305  blaffetuurtje
        706    401    305  bijvulploegje
        706    401    305  bijfiguurtjes
        706    401    305  accusectortje
        705    419    286  utraquistisch
        705    419    286  squashscholen
        705    419    286  eurochequejes
        705    410    295  zweefvluchten
        705    410    295  zorglobbytjes
        705    410    295  zorghypotheek
        705    410    295  yuppenflatjes
        705    410    295  volleybalkamp
        705    410    295  thuisaccuutje
        705    410    295  synchroonklok
        705    410    295  symposiumpjes
        705    410    295  sfygmograafje
        705    410    295  schouwbericht
        705    410    295  schildwachtje
        705    410    295  schaduwzijtje
        705    410    295  schaduwschema
        705    410    295  schaduwachtig
        705    410    295  rugbytreffens
        705    410    295  rugbyteampjes
        705    410    295  psychoneurose
        705    410    295  psychasthenie
        705    410    295  psychasthenen
        705    410    295  maximumvolume
        705    410    295  juweelgewicht
        705    410    295  jumpstylester
        705    410    295  jeugdexodusje
        705    410    295  huilbabypolis
        705    410    295  hobbytafeltje
        705    410    295  hobbykippetje
        705    410    295  hobbyjagertje
        705    410    295  hobbyhoudster
        705    410    295  hobbyfilmster
        705    410    295  glycosidetjes
        705    410    295  glycogeentjes
        705    410    295  glyceridetjes
        705    410    295  gewichtscurve
        705    410    295  gevechtswacht
        705    410    295  floppydriveje
        705    410    295  floppydiskjes
        705    410    295  filmglossytje
        705    410    295  executiebeurs
        705    410    295  drugsbabytjes
        705    410    295  buikreflexjes
        705    410    295  brugklastypes
        705    401    304  weefeffectjes
        705    401    304  vruchtmaandje
        705    401    304  vruchtknoppen
        705    401    304  vruchtenshake
        705    401    304  vruchtensapje
        705    401    304  vruchtenpuree
        705    401    304  vruchtenpitje
        705    401    304  vruchtenmesje
        705    401    304  vruchtenkunde
        705    401    304  vruchtengebak
        705    401    304  vruchtenazijn
        705    401    304  vruchtelozere
        705    401    304  vruchtdragers
        705    401    304  vrachtvlootje
        705    401    304  vrachtstukken
        705    401    304  vrachtprijzen
        705    401    304  vrachtmarktje
        705    401    304  vrachtjakkers
        705    401    304  vrachtgeldjes
        705    401    304  vrachtbriefje
        705    401    304  vouwtafeltjes
        705    401    304  vouwfiltertje
        705    401    304  vluchtstroken
        705    401    304  vluchtleiding
        705    401    304  vluchtleiders
        705    401    304  vluchtelinges
        705    401    304  vluchtelement
        705    401    304  vlechttuintje
        705    401    304  vlechtseltjes
        705    401    304  verblijfsduur
        705    401    304  valwerktuigje
        705    401    304  vakwerkhuizen
        705    401    304  uurcirkeltjes
        705    401    304  uitwijkdatums
        705    401    304  tulppluggetje
        705    401    304  touwvezeltjes
        705    401    304  snackaugurkje
        705    401    304  slechtgemutst
        705    401    304  slechtgeluimd
        705    401    304  slachtprijsje
        705    401    304  slachtblokjes
        705    401    304  ruhmkorffklos
        705    401    304  rugwerveltjes
        705    401    304  rouwvlaggetje
        705    401    304  rouwverlofjes
        705    401    304  rouwkoffertje
        705    401    304  rouwkleurtjes
        705    401    304  rouwgebruikje
        705    401    304  punchketeltje
        705    401    304  punchhoertjes
        705    401    304  punchglaasjes
        705    401    304  prachtplekjes
        705    401    304  prachtklokjes
        705    401    304  prachtbedrijf
        705    401    304  pluchevasters
        705    401    304  plichtstukken
        705    401    304  plichtezeltje
        705    401    304  pauwenvleugel
        705    401    304  opschuivinkje
        705    401    304  opschuivertje
        705    401    304  opschrijfboek
        705    401    304  onscrupuleust
        705    401    304  mullerthurgau
        705    401    304  lunchtrommels
        705    401    304  lunchroompjes
        705    401    304  lunchbestekje
        705    401    304  lichtechtheid
        705    401    304  kurkvuurmaker
        705    401    304  krachtveldjes
        705    401    304  krachtbuisjes
        705    401    304  krachtbalveld
        705    401    304  knechtjeshuis
        705    401    304  kluwenklokjes
        705    401    304  kluchtigheden
        705    401    304  klachtenbusje
        705    401    304  kauwenvleugel
        705    401    304  karwijrupsjes
        705    401    304  jukbruggetjes
        705    401    304  juichstertjes
        705    401    304  juichstemming
        705    401    304  juichkreetjes
        705    401    304  jeugdverblijf
        705    401    304  inschuiflijst
        705    401    304  impluviumpjes
        705    401    304  ijscrushertje
        705    401    304  hulpvliegtuig
        705    401    304  hulpmenuutjes
        705    401    304  houwhamertjes
        705    401    304  hofchargetjes
        705    401    304  hechtkrachten
        705    401    304  hakwerktuigje
        705    401    304  gruwelverhaal
        705    401    304  gruwelstukken
        705    401    304  gruwelijkheid
        705    401    304  goochelstukje
        705    401    304  gifcapsuletje
        705    401    304  geschuttapjes
        705    401    304  geschutlaagje
        705    401    304  geschutdekjes
        705    401    304  geschutboekje
        705    401    304  geschutbankje
        705    401    304  geschilpuntje
        705    401    304  functiehuisje
        705    401    304  fluweelmesjes
        705    401    304  fluctuatietje
        705    401    304  fischerklokje
        705    401    304  filmmuseumpje
        705    401    304  filmfiguurtje
        705    401    304  drachmestukje
        705    401    304  douchegebruik
        705    401    304  doucheblokjes
        705    401    304  discusvormpje
        705    401    304  cockpitachtig
        705    401    304  chemotactisch
        705    401    304  burchtrotsjes
        705    401    304  burchtpoortje
        705    401    304  bouwvalletjes
        705    401    304  bouwvakkertje
        705    401    304  bouwstijltjes
        705    401    304  bouwnummertje
        705    401    304  bouwmoduletje
        705    401    304  bouwkaveltjes
        705    401    304  bouwfraudeuse
        705    401    304  bouwfraudetje
        705    401    304  beschutseltje
        705    401    304  beschuitpapje
        705    401    304  afschuttinkje
        705    401    304  afschuiminkje
        705    401    304  afschuifbaars
        705    401    304  afschuddinkje
        705    401    304  afschrijfster
        705    401    304  afscheurgemak
        704    419    285  pardellynxjes
        704    410    294  zenuwreflexen
        704    410    294  vechterstypen
        704    410    294  tyfusinjectie
        704    410    294  tyfusinfectie
        704    410    294  tyfusbacterie
        704    410    294  thyrsusstafje
        704    410    294  techsavvyeren
        704    410    294  tachymetertje
        704    410    294  tachotypistje
        704    410    294  spruithyacint
        704    410    294  servicevolley
        704    410    294  partyflightje
        704    410    294  lymfosarcomas
        704    410    294  luchtanalysen
        704    410    294  lichaamstypes
        704    410    294  kuifhyacinten
        704    410    294  ijshockeyster
        704    410    294  ijshockeybond
        704    410    294  huishoudtypes
        704    410    294  geofysicaprof
        704    410    294  excuusteksten
        704    410    294  excuusgebaren
        704    410    294  exautocoureur
        704    410    294  convoyeurtjes
        704    410    294  butterflytjes
        704    410    294  bachelorparty
        704    410    294  archetypetjes
        704    401    303  zwijnsmuiltje
        704    401    303  zwijmelgiffen
        704    401    303  zwavellampjes
        704    401    303  zwavelkleurig
        704    401    303  zwavelgeurtje
        704    401    303  zuurpruimpjes
        704    401    303  zuurpakhuisje
        704    401    303  zuivelgerecht
        704    401    303  zuivelachtigs
        704    401    303  zuchtstertjes
        704    401    303  zenuwvezeltje
        704    401    303  zelfslachtigs
        704    401    303  zelfbouwertje
        704    401    303  wolfsmuiltjes
        704    401    303  wolfskuiltjes
        704    401    303  wervelzuiltje
        704    401    303  wasfiguurtjes
        704    401    303  vuurpijlbokje
        704    401    303  vuurduveltjes
        704    401    303  vuurbruggetje
        704    401    303  vrouwtjesmuis
        704    401    303  vrouwenparfum
        704    401    303  vrouwenmuseum
        704    401    303  vrouwenlijfje
        704    401    303  vrouwenheupje
        704    401    303  volumecijfers
        704    401    303  vochtlijstjes
        704    401    303  vochtgeurtjes
        704    401    303  vleugelschool
        704    401    303  vleugelachtig
        704    401    303  vijfwoutertje
        704    401    303  vijftigcellig
        704    401    303  vijfslachtige
        704    401    303  vijfcijferige
        704    401    303  vetzuchtigste
        704    401    303  verzuimachtig
        704    401    303  vervrouwelijk
        704    401    303  vervluchtigen
        704    401    303  verhuiswijzer
        704    401    303  verfwijzetjes
        704    401    303  verfschilfers
        704    401    303  verfproductje
        704    401    303  venusschelpje
        704    401    303  vechtstijltje
        704    401    303  vechtlustigst
        704    401    303  vechtkunstjes
        704    401    303  vacuumtankjes
        704    401    303  vacuumflessen
        704    401    303  uithuwelijkte
        704    401    303  twijgbreukjes
        704    401    303  turfschippers
        704    401    303  turfscheepjes
        704    401    303  tuchtstrafjes
        704    401    303  truffelkweker
        704    401    303  trouwkostuums
        704    401    303  trijpvrouwtje
        704    401    303  terugvrachtje
        704    401    303  terugschrijve
        704    401    303  taylorsysteem
        704    401    303  tachtigvuldig
        704    401    303  sushischapjes
        704    401    303  survivaltocht
